log.prior	log.likelihood	log.likelihood.test.set
-1.183175088937553483e+03 -1.724252420815356163e+04 -6.836142609084441801e+02
-1.191394915671753097e+03 -1.723723865632501111e+04 -6.832427106764654354e+02
-1.188178432660158251e+03 -1.723796331333893977e+04 -6.829626367024906131e+02
-1.169221778273074051e+03 -1.724881545953282330e+04 -6.855207328451454032e+02
-1.172891684570272446e+03 -1.723918738612135712e+04 -6.839826305000631237e+02
-1.185996668388082526e+03 -1.723991106842457521e+04 -6.828779604520016164e+02
-1.199144113393074349e+03 -1.723930877994967886e+04 -6.842668912648373407e+02
-1.191871806937107976e+03 -1.724085714745023870e+04 -6.852021340156763927e+02
-1.184551761596227607e+03 -1.724971482021420525e+04 -6.848395031200078620e+02
-1.181182345040349901e+03 -1.725470558469537355e+04 -6.847536677284226698e+02
-1.178473071287849280e+03 -1.726006873315897974e+04 -6.864131823198322309e+02
-1.162119025020094114e+03 -1.725683648890730547e+04 -6.856764763955810622e+02
-1.173187344133018087e+03 -1.724043148668678987e+04 -6.852462278105524547e+02
-1.171139785059021278e+03 -1.724336957740395155e+04 -6.841674368788438869e+02
-1.164877163115055964e+03 -1.724451763475722692e+04 -6.844743128442896705e+02
-1.171753609536997146e+03 -1.725365614946890855e+04 -6.842916381345881973e+02
-1.176320013027837376e+03 -1.724808329839744692e+04 -6.871635888736666402e+02
-1.161365170822844220e+03 -1.725320879560828325e+04 -6.880916872697029021e+02
-1.163940789527008974e+03 -1.725920931451469005e+04 -6.899666658636078864e+02
-1.156127188355255385e+03 -1.726748380241670020e+04 -6.860566891029611725e+02
-1.171724359531930304e+03 -1.726185621568378701e+04 -6.857497452138959488e+02
-1.175316008291511025e+03 -1.725622130517468031e+04 -6.860579525125638156e+02
-1.165459365074483912e+03 -1.726445583810189055e+04 -6.865579390682729581e+02
-1.170328060017920961e+03 -1.726061811115859018e+04 -6.857578775321009061e+02
-1.165341488403188350e+03 -1.726295156536671129e+04 -6.846636607949761810e+02
-1.160858094056077789e+03 -1.727045621531495635e+04 -6.844954508984865242e+02
-1.165924363906315875e+03 -1.727026899621664415e+04 -6.858854735956618924e+02
-1.187254379477907150e+03 -1.725362976553846602e+04 -6.842962130158924765e+02
-1.176983061749588160e+03 -1.726363474308080185e+04 -6.858764219470585886e+02
-1.160368591968905321e+03 -1.727726061145514541e+04 -6.859247231170389796e+02
-1.152043854014545786e+03 -1.727850869376172705e+04 -6.857196471564468538e+02
-1.150602960290055535e+03 -1.727057324433713075e+04 -6.860851375926238234e+02
-1.164702832218055164e+03 -1.726534682178263756e+04 -6.853374164708384342e+02
-1.202471419653541034e+03 -1.724004160422451605e+04 -6.845276835247599365e+02
-1.206522398168788641e+03 -1.723403620998508995e+04 -6.843418210022157382e+02
-1.215648548747031327e+03 -1.723609238948101483e+04 -6.840381100181929241e+02
-1.211671405657824153e+03 -1.723615226382227411e+04 -6.843276875009372588e+02
-1.215237247963826348e+03 -1.723003990821798652e+04 -6.850805494026825500e+02
-1.228601895610062456e+03 -1.723406418905143073e+04 -6.839981976235876573e+02
-1.215937249672858570e+03 -1.724209601310198195e+04 -6.831510792618973937e+02
-1.203536736744585596e+03 -1.724591381181835459e+04 -6.834527633467621399e+02
-1.184671692292753505e+03 -1.726466194790428199e+04 -6.850619634036871730e+02
-1.178330167137964963e+03 -1.726450021022429428e+04 -6.845073798890269927e+02
-1.177741587530114884e+03 -1.727410603775127674e+04 -6.857007319926430000e+02
-1.189841438072695155e+03 -1.726561251971686579e+04 -6.840868460059565450e+02
-1.189132974202431342e+03 -1.726160790957879362e+04 -6.837033388286156423e+02
-1.193096665389800364e+03 -1.725944906744085165e+04 -6.842929979948005439e+02
-1.198650120019905444e+03 -1.725371040535647626e+04 -6.839727939308952500e+02
-1.196088682658375546e+03 -1.725010793913585439e+04 -6.840913973035825393e+02
-1.208745909505941427e+03 -1.724780649726478441e+04 -6.851955631133412226e+02
-1.207801738663741389e+03 -1.724788178258777043e+04 -6.850360245376477906e+02
-1.225310014018539505e+03 -1.725138505180072752e+04 -6.844940286778462450e+02
-1.207205507967555377e+03 -1.725926036584425310e+04 -6.863714213199170899e+02
-1.201493408122142910e+03 -1.725430810807871239e+04 -6.865430896630832649e+02
-1.199945870842831482e+03 -1.726432234153671743e+04 -6.883785423087201707e+02
-1.207648183809538523e+03 -1.726781619780193432e+04 -6.890384512640474668e+02
-1.189648252928350530e+03 -1.727194673578558286e+04 -6.867200178368865409e+02
-1.182906214340271617e+03 -1.727718813841301017e+04 -6.849192174750587583e+02
-1.176682167476911445e+03 -1.727062604629042835e+04 -6.838952155831071877e+02
-1.173138047646545374e+03 -1.726419228775282318e+04 -6.837445182538996278e+02
-1.170041479771443619e+03 -1.727968099764641738e+04 -6.848504513851198681e+02
-1.183251602198142109e+03 -1.727760987451253823e+04 -6.840467837471194343e+02
-1.203892647886387749e+03 -1.725793702183497589e+04 -6.838474181886184624e+02
-1.207193883509579564e+03 -1.724819390983576886e+04 -6.853107692824858077e+02
-1.202315638662330912e+03 -1.724709084495727438e+04 -6.853445020330748321e+02
-1.208466143882206779e+03 -1.723557711064874456e+04 -6.852409040314643107e+02
-1.209548784933333081e+03 -1.724384790754041387e+04 -6.841424577679641743e+02
-1.196730262419102701e+03 -1.725091459296899848e+04 -6.848818912497354177e+02
-1.193633706037297770e+03 -1.726238068563353954e+04 -6.863391384389044561e+02
-1.194761808903011570e+03 -1.726200014037383153e+04 -6.864827315477604088e+02
-1.201874493331445365e+03 -1.724895772170822966e+04 -6.854261614576053034e+02
-1.183992076619010049e+03 -1.724441657564275374e+04 -6.843711236035192087e+02
-1.199051013567861219e+03 -1.724468294276664892e+04 -6.843465072025971949e+02
-1.200416395529499368e+03 -1.724770449769419793e+04 -6.855615443444323773e+02
-1.206095858593876073e+03 -1.723843733083051484e+04 -6.837284661271372670e+02
-1.191639576374201624e+03 -1.724931347794903922e+04 -6.837777250882704720e+02
-1.172846373025034609e+03 -1.725748971019357123e+04 -6.840992224149656522e+02
-1.172809245826218103e+03 -1.726142925860797550e+04 -6.853957071754475692e+02
-1.194457718139595045e+03 -1.725199535106453186e+04 -6.842683424881872725e+02
-1.212534495195068530e+03 -1.724154688296503809e+04 -6.833279688855670884e+02
-1.185809561314306620e+03 -1.724110813154810967e+04 -6.828088334310065193e+02
-1.191950867507113571e+03 -1.723457516268415930e+04 -6.823508430724052687e+02
-1.176710399780686885e+03 -1.724011974238447874e+04 -6.836694423187980192e+02
-1.172327379696716207e+03 -1.723975111375247434e+04 -6.824386010640139375e+02
-1.148174906136044001e+03 -1.724917323104109164e+04 -6.835066964678119348e+02
-1.168156633054623626e+03 -1.723791298290206032e+04 -6.818116669953664086e+02
-1.171148739375990772e+03 -1.724697871973802467e+04 -6.831116147358588933e+02
-1.159181428112514595e+03 -1.725669241992566822e+04 -6.830498471887326559e+02
-1.177923395070007246e+03 -1.725804044216133116e+04 -6.824157332289914848e+02
-1.181383644767595115e+03 -1.724955198280106561e+04 -6.838284982071417062e+02
-1.183693917700740258e+03 -1.724515577590414614e+04 -6.821167124900052841e+02
-1.211553334192518150e+03 -1.722870836350858372e+04 -6.836641777957815975e+02
-1.207496412085396059e+03 -1.724479170470235113e+04 -6.837925016758794072e+02
-1.201383804515900465e+03 -1.724682598131100895e+04 -6.835033881221086176e+02
-1.199667806354850654e+03 -1.724846570468702703e+04 -6.839718247888698670e+02
-1.198426549889320086e+03 -1.723784686618679552e+04 -6.815410079140644939e+02
-1.177432720066738739e+03 -1.724710565446003966e+04 -6.833686370172016495e+02
-1.176338748970890720e+03 -1.726095201007611831e+04 -6.855042011496456098e+02
-1.165934268955562402e+03 -1.725956625501207236e+04 -6.837947493554484026e+02
-1.165101266566936829e+03 -1.726451463736860387e+04 -6.833494760257657390e+02
-1.165637236083107382e+03 -1.725184723655078051e+04 -6.841851408892360951e+02
-1.169478138579412189e+03 -1.726002040980626771e+04 -6.837446418269216792e+02
-1.175734660180571154e+03 -1.726173403725807293e+04 -6.856471246644538269e+02
-1.191558015085835905e+03 -1.725459663630915747e+04 -6.844247244862480102e+02
-1.208328030785005467e+03 -1.723950095436259653e+04 -6.847153795279483575e+02
-1.209320253703485378e+03 -1.723229005563105602e+04 -6.833840003840597319e+02
-1.209001955809547553e+03 -1.722225107668498458e+04 -6.825958320889158131e+02
-1.203075423607571111e+03 -1.722842988816468642e+04 -6.823638031323943096e+02
-1.187015456937422186e+03 -1.723735933467739233e+04 -6.826650705498866500e+02
-1.181606251014357667e+03 -1.723662610609986586e+04 -6.814646706065589115e+02
-1.181319246083961389e+03 -1.723954543598885357e+04 -6.828565628309974045e+02
-1.184152601303668462e+03 -1.723821819802064056e+04 -6.823374752722247649e+02
-1.207776201724792827e+03 -1.723177271542715971e+04 -6.814074200996800528e+02
-1.198647530071234542e+03 -1.722318942024910575e+04 -6.807038737953763530e+02
-1.188112783124419593e+03 -1.723426433602652833e+04 -6.821755312186998026e+02
-1.196901980738770590e+03 -1.722970826980313359e+04 -6.838762742061067001e+02
-1.213934550827445491e+03 -1.722503719424639712e+04 -6.827683614412839006e+02
-1.213593443384668944e+03 -1.723791981807281627e+04 -6.829347171253311899e+02
-1.212888592090169823e+03 -1.723000134985535988e+04 -6.839633198396492162e+02
-1.193768912298070518e+03 -1.723481636163312578e+04 -6.849413001030369514e+02
-1.208243938704630864e+03 -1.723071898208236598e+04 -6.860620718138020493e+02
-1.178493483416378012e+03 -1.724682659187481840e+04 -6.866346679514474545e+02
-1.175588316435184879e+03 -1.723830780881729879e+04 -6.861631291736231333e+02
-1.174577447764315593e+03 -1.723830159905293112e+04 -6.859537301913117062e+02
-1.177818935798340135e+03 -1.724593496636925920e+04 -6.856591256227201256e+02
-1.165640781973074581e+03 -1.725609526934521637e+04 -6.857597629558755443e+02
-1.160993443251969893e+03 -1.725921999360998961e+04 -6.858673393282076631e+02
-1.174179145708272699e+03 -1.725451680766294885e+04 -6.849336591184373901e+02
-1.165001228438733278e+03 -1.726127986525016240e+04 -6.853095995016215056e+02
-1.157991469182735500e+03 -1.726433889920687943e+04 -6.851791389242710011e+02
-1.164715601909519819e+03 -1.726375348901713733e+04 -6.870404106256976320e+02
-1.163163378642103226e+03 -1.726705860911892159e+04 -6.872300511467248043e+02
-1.173251404294123404e+03 -1.725950970043880807e+04 -6.852136527800911381e+02
-1.162293776646889455e+03 -1.725617444970035285e+04 -6.852129357003821042e+02
-1.186099711487414879e+03 -1.726083468516973880e+04 -6.862661943053498135e+02
-1.186390382310516770e+03 -1.725469684900926222e+04 -6.870692737465983555e+02
-1.184101212266968105e+03 -1.726743343487761013e+04 -6.865837821805689600e+02
-1.195010354896720173e+03 -1.725682328109810987e+04 -6.848423163858961971e+02
-1.184706520808756295e+03 -1.726455258061347922e+04 -6.850337134134615553e+02
-1.176299714775657549e+03 -1.727234765697154580e+04 -6.866064771576070598e+02
-1.185308712461822779e+03 -1.727702433223279149e+04 -6.863860694690080209e+02
-1.171657719888790325e+03 -1.728166094413559040e+04 -6.860399107166047088e+02
-1.164801521301357980e+03 -1.727868173853750341e+04 -6.866578574967744544e+02
-1.182226812142692552e+03 -1.725925436333586913e+04 -6.845345622519710105e+02
-1.179073843513271868e+03 -1.726003379801624396e+04 -6.849860832449594454e+02
-1.164773578490935279e+03 -1.726205209072212165e+04 -6.828655042867924294e+02
-1.153556798277092184e+03 -1.725964691855818091e+04 -6.848589159522216505e+02
-1.151692217353280967e+03 -1.726427398964063832e+04 -6.834676000796791868e+02
-1.172297467337579292e+03 -1.724766852850713622e+04 -6.831090587124052718e+02
-1.178273004509080693e+03 -1.725723885725412765e+04 -6.842525794915511597e+02
-1.174467571207461333e+03 -1.725569872970620418e+04 -6.838959709027774352e+02
-1.185208842932528114e+03 -1.725434586570494503e+04 -6.814116006465960709e+02
-1.186004635106374053e+03 -1.724850725265163783e+04 -6.803490751042902502e+02
-1.167076504394428184e+03 -1.725359762877235698e+04 -6.811429376879606252e+02
-1.161470909993831128e+03 -1.725580443849035873e+04 -6.807939788191680464e+02
-1.169707890096578012e+03 -1.726096669213344285e+04 -6.823187207389722744e+02
-1.161196207654836826e+03 -1.726446704565910477e+04 -6.825253851722595755e+02
-1.159389197978336597e+03 -1.726708305458475297e+04 -6.818656386514526275e+02
-1.148859659025970359e+03 -1.727722557025729839e+04 -6.831602561961292395e+02
-1.177989373991215871e+03 -1.726194809571619408e+04 -6.832787776036327614e+02
-1.173928659836978568e+03 -1.725733536957742035e+04 -6.863925270017593903e+02
-1.162966328905536784e+03 -1.726463364483062469e+04 -6.886000071517200922e+02
-1.171579035934462581e+03 -1.725951036060878323e+04 -6.865946461226603788e+02
-1.189068511292191943e+03 -1.725130392833158112e+04 -6.868219277016119122e+02
-1.186186682590014698e+03 -1.725091473408556703e+04 -6.865298078727363418e+02
-1.156445597258313455e+03 -1.724856684739712728e+04 -6.875389011202323672e+02
-1.150546165442453912e+03 -1.724335638458661560e+04 -6.832089716340972245e+02
-1.160930350560122179e+03 -1.723500617757334840e+04 -6.829004296739135498e+02
-1.153863944891263372e+03 -1.723747998539935361e+04 -6.835507980498200595e+02
-1.145544871157957232e+03 -1.724033850203171096e+04 -6.831661208140812960e+02
-1.142687012315730271e+03 -1.724717061854419808e+04 -6.838357469876493724e+02
-1.162219437670278467e+03 -1.723544367236054313e+04 -6.825211721742175541e+02
-1.174088297911221616e+03 -1.722516216039011852e+04 -6.825605332043937779e+02
-1.185843505382829107e+03 -1.722640349297324065e+04 -6.830723909670858802e+02
-1.187718925610620772e+03 -1.723002930565214774e+04 -6.826616592361165203e+02
-1.177711465851807361e+03 -1.722747400718263088e+04 -6.825507819429969913e+02
-1.174572304848919202e+03 -1.723370285216379489e+04 -6.821026305542725368e+02
-1.186434964713462932e+03 -1.722285798338679160e+04 -6.818859390813470327e+02
-1.192736366008122559e+03 -1.722372483506396020e+04 -6.828976834313484687e+02
-1.193326972722713435e+03 -1.722330927307347156e+04 -6.824056248826400406e+02
-1.196341769914935867e+03 -1.722690898523976284e+04 -6.829810741003980183e+02
-1.184583105076779930e+03 -1.722980460023612613e+04 -6.828270877003654959e+02
-1.182408568573173397e+03 -1.722019211537927913e+04 -6.830719094738627746e+02
-1.186151062262070582e+03 -1.721881335926331667e+04 -6.833996281652434845e+02
-1.181240385145062646e+03 -1.723749853172716394e+04 -6.853069262074604922e+02
-1.180568355632608473e+03 -1.723500176536431536e+04 -6.841805628274652236e+02
-1.169530255571579346e+03 -1.725053441859883242e+04 -6.844655037742933246e+02
-1.156490248849838963e+03 -1.726054144781921423e+04 -6.848947764702370478e+02
-1.169540094014986153e+03 -1.726357549714912238e+04 -6.845964135390983074e+02
-1.160221816335626954e+03 -1.726567475650075721e+04 -6.854362173494599801e+02
-1.159780913030725287e+03 -1.726342061531682339e+04 -6.858682143097641983e+02
-1.153582022663117414e+03 -1.726649972791083201e+04 -6.871983586254800684e+02
-1.140681365952857959e+03 -1.726902482329866325e+04 -6.888584018978534687e+02
-1.137676234823356026e+03 -1.727037518545280545e+04 -6.890122704673523231e+02
-1.136215915690433576e+03 -1.726574318752004183e+04 -6.880616408950324967e+02
-1.141741637461761229e+03 -1.726108087858887302e+04 -6.868698734530170213e+02
-1.146424936611489784e+03 -1.726094304695037135e+04 -6.867821938169128089e+02
-1.147583357760501485e+03 -1.725977243638466825e+04 -6.852648178211961749e+02
-1.155004279502079498e+03 -1.725630474609260636e+04 -6.837641122163297496e+02
-1.162481244790180199e+03 -1.725880653625988998e+04 -6.826834274696307148e+02
-1.171422524471877978e+03 -1.724189881365633482e+04 -6.821224164834759449e+02
-1.175798157479880729e+03 -1.724519232349809317e+04 -6.832909726089853848e+02
-1.194888252779300046e+03 -1.724202963328490659e+04 -6.840814112200937416e+02
-1.200925265035353732e+03 -1.724543270290410510e+04 -6.853841829668663195e+02
-1.197263582645292445e+03 -1.724050643167494854e+04 -6.844767858870105783e+02
-1.209051779639821689e+03 -1.723183126722444285e+04 -6.840377577093206583e+02
-1.195630929211913553e+03 -1.724722232286916551e+04 -6.864254456221581222e+02
-1.190286825389859814e+03 -1.724456454053803463e+04 -6.859162092684078971e+02
-1.217219881673041982e+03 -1.723629969200910273e+04 -6.852016239222199374e+02
-1.205151806326519136e+03 -1.724708755898222807e+04 -6.846275507822909958e+02
-1.202811840493432555e+03 -1.725152666932606735e+04 -6.848315876549751238e+02
-1.195316526736723290e+03 -1.724761446091021207e+04 -6.839385118268875203e+02
-1.190077374146787861e+03 -1.725282124020415358e+04 -6.843050863914102138e+02
-1.203692182879690790e+03 -1.724677588392061443e+04 -6.827803565330591482e+02
-1.208676522262737763e+03 -1.725098756864962706e+04 -6.836618278515173870e+02
-1.198847651772274276e+03 -1.725108622303332231e+04 -6.833289255103100004e+02
-1.198033848354355541e+03 -1.724935503673587300e+04 -6.827843981580642776e+02
-1.201193056256325235e+03 -1.726036840899295203e+04 -6.828069997652838765e+02
-1.217722863655029641e+03 -1.725400981894113647e+04 -6.821393230030300856e+02
-1.218910596178985088e+03 -1.725531586795692419e+04 -6.813038565432055975e+02
-1.215361201324072681e+03 -1.724785615841088293e+04 -6.824355319869139294e+02
-1.199281329085148172e+03 -1.725038464586035843e+04 -6.822800998845330014e+02
-1.197365547166820079e+03 -1.725127199927706170e+04 -6.842210317259042540e+02
-1.196728345256277635e+03 -1.725154234196618563e+04 -6.840669995104954069e+02
-1.180566866258211121e+03 -1.726126927236908887e+04 -6.849622986018641768e+02
-1.163881882067181095e+03 -1.727383699768977021e+04 -6.870257075586762312e+02
-1.173032221304901441e+03 -1.726036831917068412e+04 -6.860735549236862880e+02
-1.170290311806144700e+03 -1.726428355058224770e+04 -6.869003522643556607e+02
-1.173031495334158308e+03 -1.727065971570436886e+04 -6.866235883103322521e+02
-1.174243292465526338e+03 -1.725497922911124260e+04 -6.843046308343218698e+02
-1.183048812619266073e+03 -1.725035588346432996e+04 -6.847401548456481351e+02
-1.182539432793600554e+03 -1.726618529710436269e+04 -6.842212041946968384e+02
-1.165815263078130556e+03 -1.728050127614351732e+04 -6.839490427509196024e+02
-1.170177644087715862e+03 -1.726917134081902259e+04 -6.834275571075768312e+02
-1.171932574045982619e+03 -1.726713632226213304e+04 -6.840863527115170655e+02
-1.177522557189813142e+03 -1.727076292278589244e+04 -6.842812116453294493e+02
-1.173080422720352999e+03 -1.726031830948207789e+04 -6.835661140779893685e+02
-1.167393843628181457e+03 -1.726382835563458866e+04 -6.841918517295558786e+02
-1.192259518043227445e+03 -1.726135966161910983e+04 -6.863195922784977938e+02
-1.191107513350174713e+03 -1.726718143777882869e+04 -6.872602899099473461e+02
-1.193096500783723286e+03 -1.726615005336016839e+04 -6.875110430917852682e+02
-1.188859542997908420e+03 -1.726426947655276672e+04 -6.890999996947047066e+02
-1.159999282718264567e+03 -1.727499321304462865e+04 -6.901305037487190930e+02
-1.157534704236963080e+03 -1.727575709614301013e+04 -6.886094968784032062e+02
-1.171022061897492677e+03 -1.726511480522502825e+04 -6.877091304772072817e+02
-1.171189527255245366e+03 -1.725079466383015097e+04 -6.851631807236608438e+02
-1.165786424192825052e+03 -1.725603457627417447e+04 -6.840794965201698687e+02
-1.183354766698151707e+03 -1.724981966897847815e+04 -6.821378850820981370e+02
-1.197239541401990436e+03 -1.725204387112029144e+04 -6.820722453838816364e+02
-1.179372429923294931e+03 -1.725855938332604637e+04 -6.832054931086956913e+02
-1.196197314166995966e+03 -1.723875922634581002e+04 -6.814833341325405627e+02
-1.208298970503462670e+03 -1.722603438251642365e+04 -6.812354386854701715e+02
-1.201046381560368673e+03 -1.722733693814040453e+04 -6.804682555146035838e+02
-1.208855746075916386e+03 -1.723142973562524276e+04 -6.809662905828662360e+02
-1.191940351896590528e+03 -1.724612147428085154e+04 -6.841995559771695525e+02
-1.185707648082663809e+03 -1.723971039714818835e+04 -6.829677664605007976e+02
-1.176305758910845043e+03 -1.724754543725727854e+04 -6.834427601010081617e+02
-1.175698299950441651e+03 -1.724243554795064119e+04 -6.831118883584658761e+02
-1.170049312524756488e+03 -1.724051401764274124e+04 -6.830277228381731902e+02
-1.177375318467888292e+03 -1.724367806279243450e+04 -6.838212119554315223e+02
-1.186677864583714381e+03 -1.723986486430531295e+04 -6.835709810084708806e+02
-1.177554601912821227e+03 -1.723767017876086175e+04 -6.848542257676427880e+02
-1.182080419372319056e+03 -1.722814186754772163e+04 -6.834277187817245931e+02
-1.184979397965607632e+03 -1.723011686164608182e+04 -6.841611305495749775e+02
-1.188164057436309349e+03 -1.723928784947741224e+04 -6.851748572876962271e+02
-1.189288710497419970e+03 -1.722960127232312152e+04 -6.838411986995612324e+02
-1.176178366251337820e+03 -1.723420030097851486e+04 -6.837603862132641552e+02
-1.178130094458990015e+03 -1.724066020329519597e+04 -6.827778812068213483e+02
-1.191856165186049338e+03 -1.724674897575834257e+04 -6.833895808916752230e+02
-1.205058270748725818e+03 -1.724199508784091086e+04 -6.832569272002670004e+02
-1.184387607073633262e+03 -1.725308856337725956e+04 -6.850040814147763513e+02
-1.171486154113842531e+03 -1.723906926771604049e+04 -6.850138213992124747e+02
-1.169348918548174652e+03 -1.723706379718816970e+04 -6.836219153216289897e+02
-1.161175954808824599e+03 -1.723390382127593330e+04 -6.825367519823894327e+02
-1.161754691994233099e+03 -1.722927531178526624e+04 -6.826443635229576330e+02
-1.170597554230383821e+03 -1.723168719241044892e+04 -6.835753606197442878e+02
-1.198942598200890188e+03 -1.722622820480848168e+04 -6.835374170689175344e+02
-1.180472539980834654e+03 -1.724361311061232482e+04 -6.856376605922607723e+02
-1.189310917199719142e+03 -1.723829773016794934e+04 -6.844987974849092325e+02
-1.187026324533291017e+03 -1.723270657153356296e+04 -6.861586436065747421e+02
-1.186336415604545664e+03 -1.723284963111790421e+04 -6.844740995430712474e+02
-1.186123747162652535e+03 -1.723567113159583096e+04 -6.855132785038248358e+02
-1.194047730373653167e+03 -1.722794232656694658e+04 -6.850004123461503696e+02
-1.200703967614781504e+03 -1.722676267814564198e+04 -6.873072649065929909e+02
-1.215918746963594003e+03 -1.721417251802597093e+04 -6.859208598234149576e+02
-1.210465369356024894e+03 -1.721115503502994034e+04 -6.856535572099147657e+02
-1.215174141326453537e+03 -1.721519921586744749e+04 -6.849886659884417668e+02
-1.206693591516769629e+03 -1.721997065761608246e+04 -6.845969815415860467e+02
-1.188756731158536468e+03 -1.721894575859401084e+04 -6.847930409633604540e+02
-1.186748435374074916e+03 -1.722394976465434956e+04 -6.833380416616392949e+02
-1.196190626008824438e+03 -1.722802866033956889e+04 -6.837273250865442833e+02
-1.205339832468591567e+03 -1.722844525825391975e+04 -6.838337958547989501e+02
-1.216005103263838237e+03 -1.723638856316774400e+04 -6.830388812126549283e+02
-1.214040147274661649e+03 -1.722747267750128958e+04 -6.816366695349792053e+02
-1.203550561261271696e+03 -1.723074700275612486e+04 -6.826142977587124960e+02
-1.217209919364833013e+03 -1.722674580988747039e+04 -6.838631183680161030e+02
-1.219427734582322955e+03 -1.721514357549144916e+04 -6.842966261521858087e+02
-1.220420618957349916e+03 -1.720855963192458512e+04 -6.838051920033412898e+02
-1.220575673360035125e+03 -1.720614024098528535e+04 -6.830437375923320360e+02
-1.221642750315942749e+03 -1.721246963239289471e+04 -6.834856222178603957e+02
-1.209077558491362424e+03 -1.721268239775367692e+04 -6.841633582986946749e+02
-1.212893005910223792e+03 -1.721965896790724219e+04 -6.849394118603011066e+02
-1.209160579882102184e+03 -1.722413609807253306e+04 -6.845112523934952833e+02
-1.205481105937546772e+03 -1.723009226789871900e+04 -6.851361958932545804e+02
-1.220367380274233255e+03 -1.723385412881884622e+04 -6.850418760169058032e+02
-1.222566488741870671e+03 -1.724019906954289036e+04 -6.851844500905699533e+02
-1.219030746567486403e+03 -1.723533677012806220e+04 -6.830532925333595813e+02
-1.213354537784121703e+03 -1.724137131409673748e+04 -6.844084523694341442e+02
-1.206047351857965850e+03 -1.724388159958077813e+04 -6.835014371554099171e+02
-1.211095459337311468e+03 -1.722997424269389012e+04 -6.825980910933617452e+02
-1.198826255129804395e+03 -1.724849481508499957e+04 -6.826740372773310810e+02
-1.216019014846526716e+03 -1.723725278638765303e+04 -6.840384058719026825e+02
-1.221162462957184061e+03 -1.723342189883676110e+04 -6.872005419359715006e+02
-1.216395886452080504e+03 -1.724081693230284145e+04 -6.863645823557666290e+02
-1.206701278122088297e+03 -1.724305791267855602e+04 -6.854670493357954228e+02
-1.218401125195384793e+03 -1.723330525170053807e+04 -6.861745222809837514e+02
-1.213339930581238377e+03 -1.724014052651090242e+04 -6.881475482457426551e+02
-1.209733652794296404e+03 -1.723599820547508352e+04 -6.843434928798139936e+02
-1.203924362831959115e+03 -1.723327090611435051e+04 -6.847155005016322775e+02
-1.173587481510679254e+03 -1.725283728916182008e+04 -6.850431872624839116e+02
-1.163263066625442889e+03 -1.726168011441772978e+04 -6.856662708952684397e+02
-1.154419127476576023e+03 -1.727598238983423289e+04 -6.849525356152457789e+02
-1.160792545382126946e+03 -1.727411739376155674e+04 -6.841802018463297372e+02
-1.160277418386462841e+03 -1.725784780654505812e+04 -6.846270369008439047e+02
-1.157458118248621759e+03 -1.726441929743424771e+04 -6.866093475201547562e+02
-1.152437593628678542e+03 -1.726650799612437550e+04 -6.879368325891298355e+02
-1.157370820494103782e+03 -1.725681010199945376e+04 -6.872721909386194739e+02
-1.162160534966361865e+03 -1.725485207032764083e+04 -6.869016791950691641e+02
-1.171139708479393676e+03 -1.725039468388814203e+04 -6.868176781991926418e+02
-1.153919920409659198e+03 -1.726342799099858166e+04 -6.872132996215794947e+02
-1.142386965847623742e+03 -1.726522598721933173e+04 -6.873430237543057046e+02
-1.150916872129138483e+03 -1.726386919129340822e+04 -6.879083771752843859e+02
-1.157278427736684307e+03 -1.725659158544109596e+04 -6.862359369134311464e+02
-1.153789523350529635e+03 -1.725950872157205231e+04 -6.856482544100617815e+02
-1.163168595529533150e+03 -1.726024846932973742e+04 -6.837931723589234707e+02
-1.156456290392581423e+03 -1.725833666174889368e+04 -6.830664102340107320e+02
-1.161932644787585104e+03 -1.724669466611383177e+04 -6.812203578307312455e+02
-1.164833583794381411e+03 -1.724130490722105969e+04 -6.816079499138857045e+02
-1.157476735334217892e+03 -1.724381181256793207e+04 -6.825941216069089705e+02
-1.162089663240652044e+03 -1.726184285981482026e+04 -6.830697769259982124e+02
-1.168014438213982885e+03 -1.725742992954006695e+04 -6.845029659961785455e+02
-1.169599081337675443e+03 -1.725225918831516174e+04 -6.834888560131666964e+02
-1.167905216306777902e+03 -1.724878225183393442e+04 -6.837267800376630476e+02
-1.165664133102973892e+03 -1.724873702490018331e+04 -6.841893116660137366e+02
-1.163659525235379306e+03 -1.725511764216054871e+04 -6.844653074163661586e+02
-1.155044263250161976e+03 -1.725464722258246547e+04 -6.837606787256507914e+02
-1.152598531385977367e+03 -1.726699534527908691e+04 -6.838071445551934175e+02
-1.160129534462280617e+03 -1.725856822127552368e+04 -6.835426107676964875e+02
-1.174227649329450514e+03 -1.725541782178485300e+04 -6.838710826789985049e+02
-1.181959399505994043e+03 -1.725026638601351806e+04 -6.822947944381622847e+02
-1.182077486948565365e+03 -1.725688825579602053e+04 -6.820430533429126854e+02
-1.205250233155670685e+03 -1.723501973323637139e+04 -6.801744853074357025e+02
-1.193624869566352118e+03 -1.723494068711470391e+04 -6.809137449101694983e+02
-1.203206389647239121e+03 -1.722140353366969794e+04 -6.799759278191501153e+02
-1.194664679791596654e+03 -1.721460367581438550e+04 -6.798425745926101627e+02
-1.197406662800050526e+03 -1.720595159624253210e+04 -6.783238320552502501e+02
-1.200022781741675544e+03 -1.721500645357531903e+04 -6.804232398941154543e+02
-1.165872018333961478e+03 -1.721921240670151747e+04 -6.822961699790746479e+02
